grade,month,day,heat_id,nom_length,billets_qty,l1_length,l2_length,l3_length,l1_romb,l2_romb,l3_romb
SAE 1022,Febrero,12,35027765.0,5.13,105,5.13,5.14,5.12,3,3,10.0
SAE 1022,Febrero,12,35027766.0,5.13,108,5.13,5.13,5.13,3,2,10.0
SAE 1022,Febrero,12,35027767.0,5.13,106,5.12,5.13,5.14,3,3,10.0
SAE 1022,Febrero,12,35027768.0,5.13,112,5.13,5.12,5.14,2,3,10.0
SAE 1022,Febrero,12,35027769.0,5.13,105,5.13,5.14,5.13,2,2,10.0
SAE 1022,Febrero,12,35027770.0,5.13,104,5.13,5.13,5.12,5,3,10.0
SAE 1022,Febrero,13,35027771.0,5.13,102,5.13,5.14,5.13,5,4,10.0
SAE 1022,Febrero,13,35027772.0,5.13,99,5.13,5.14,5.14,9,9,7.0
SAE 1022,Febrero,13,35027773.0,5.13,99,5.13,,5.14,9,,5.0
SAE 1022,Febrero,13,35027774.0,5.13,104,5.13,,5.14,7,,4.0
SAE 1022,Febrero,13,35027775.0,5.13,105,5.13,,5.14,5,,4.0
SAE 1022,Febrero,13,35027776.0,5.13,104,5.13,5.13,5.13,3,6,3.0
SAE 1022,Febrero,13,35027777.0,5.13,106,5.13,5.14,5.13,3,6,4.0
SAE 1022,Febrero,13,35027778.0,5.13,102,5.13,5.14,5.13,3,6,3.0
SAE 1022,Febrero,13,35027779.0,5.13,106,5.13,5.14,5.13,3,4,3.0
SAE 1022,Febrero,13,35027780.0,5.13,109,5.13,5.13,5.13,3,5,3.0
SAE 1022,Febrero,13,35027781.0,5.13,117,5.13,5.14,5.13,3,5,5.0
SAE 1022,Febrero,13,35027782.0,5.13,95,5.14,5.13,5.14,3,5,5.0
SAE 1022,Febrero,13,35027783.0,5.13,107,5.14,5.14,5.14,2,4,3.0
,Febrero,13,35027784.0,5.13,103,5.13,5.14,5.13,2,3,3.0
SAE 1022,Febrero,13,35027785.0,5.13,107,5.13,5.14,5.13,2,3,3.0
SAE 1022,Febrero,14,35027786.0,5.13,94,5.13,5.14,5.13,2,3,3.0
SAE 1022,Febrero,14,35027787.0,5.13,99,5.13,5.14,5.14,6,10,4.0
SAE 1022,Febrero,14,35027788.0,5.13,102,5.13,5.14,5.14,5,4,4.0
SAE 1022,Febrero,14,35027789.0,5.13,101,5.13,5.14,5.14,5,4,4.0
SAE 1022,Febrero,14,35027790.0,5.13,104,5.13,5.14,5.13,2,3,3.0
SAE 1022,Febrero,14,35027791.0,5.13,106,5.14,5.13,5.12,2,3,2.0
SAE 1022,Febrero,14,35027792.0,5.13,104,5.14,5.13,5.14,2,3,3.0
SAE 1022,Febrero,14,35027793.0,5.13,106,5.13,5.14,5.13,2,3,3.0
SAE 1022,Febrero,14,35027794.0,5.13,102,5.13,5.14,5.13,2,1,1.0
SAE 1022,Febrero,14,35027795.0,5.13,110,5.13,5.14,5.13,2,1,1.0
SAE 1022,Febrero,14,35027796.0,5.13,107,5.14,5.13,5.12,2,2,1.0
SAE 1022,Febrero,14,35027797.0,5.13,106,5.13,5.14,,2,7,
SAE 1022,Febrero,14,35027798.0,5.13,106,5.12,5.13,,2,7,
SAE 1022,Febrero,14,35027799.0,5.13,103,5.13,5.12,,2,5,
SAE 1022,Febrero,17,35027800.0,5.13,103,5.13,5.14,5.13,9,5,10.0
SAE 1022,Febrero,17,35027801.0,5.13,106,5.14,5.13,5.14,4,10,3.0
SAE 1022,Febrero,17,35027802.0,5.13,110,5.13,5.14,5.14,4,9,3.0
SAE 1022,Febrero,17,35027803.0,5.13,102,5.12,5.13,5.12,4,4,3.0
SAE 1022,Febrero,17,35027804.0,5.13,108,5.13,5.12,5.13,4,4,3.0
SAE 1022,Febrero,17,35027805.0,5.13,107,5.13,5.14,5.14,3,5,3.0
SAE 1022,Febrero,17,35027806.0,5.13,106,5.13,5.14,5.14,2,3,5.0
SAE 1022,Febrero,17,35027807.0,5.13,103,5.13,5.12,5.12,3,3,4.0
SAE 1022,Febrero,17,35027808.0,5.13,108,5.13,5.12,5.12,2,3,3.0
SAE 1022,Febrero,17,35027809.0,5.13,105,5.13,5.13,5.13,3,3,2.0
SAE 1022,Febrero,17,35027810.0,5.13,102,5.13,5.13,5.13,2,3,3.0
SAE 1022,Febrero,17,35027811.0,5.13,109,5.13,5.13,5.13,2,3,3.0
SAE 1022,Febrero,17,35027812.0,5.13,111,5.13,5.13,5.13,3,3,3.0
SAE 1022,Febrero,17,35027813.0,5.13,103,5.13,5.13,5.13,2,3,3.0
SAE 1022,Febrero,17,35027814.0,5.13,100,5.13,5.13,5.13,3,2,4.0
SAE 1022,Febrero,18,35027815.0,5.13,15,5.13,5.14,,8,10,
SAE 1022,Febrero,18,35027816.0,5.13,99,5.13,5.14,5.14,6,10,10.0
SAE 1022,Febrero,18,35027817.0,5.13,106,5.13,5.14,5.13,5,7,8.0
SAE 1022,Febrero,18,35027818.0,5.13,112,5.13,5.14,5.13,4,4,5.0
SAE 1022,Febrero,18,35027819.0,5.13,94,5.13,5.14,5.13,3,3,3.0
SAE 1022,Febrero,18,35027820.0,5.13,105,5.13,5.14,5.13,3,8,5.0
SAE 1022,Febrero,18,35027821.0,5.13,107,5.13,5.14,5.14,3,7,5.0
SAE 1022,Febrero,18,35027822.0,5.13,105,5.13,5.14,5.14,3,7,4.0
SAE 1022,Febrero,18,35027823.0,5.13,105,5.13,5.14,5.14,2,3,3.0
SAE 1022,Febrero,18,35027824.0,5.13,107,5.13,5.14,5.14,2,3,3.0
SAE 1022,Febrero,18,35027825.0,5.13,104,5.13,5.14,5.14,2,3,2.0
SAE 1022,Febrero,18,35027826.0,5.13,105,5.13,5.14,5.14,3,3,2.0
SAE 1022,Febrero,19,35027827.0,5.13,98,5.13,5.14,5.13,6,10,10.0
SAE 1022,Febrero,19,35027828.0,5.13,109,5.13,5.13,5.14,4,8,8.0
SAE 1022,Febrero,19,35027829.0,5.13,104,5.14,5.13,5.14,4,5,8.0
SAE 1022,Febrero,19,35027830.0,5.13,104,5.13,5.14,5.13,3,4,7.0
SAE 1022,Febrero,19,35027831.0,5.13,104,5.12,5.13,5.14,2,4,5.0
SAE 1022,Febrero,19,35027832.0,5.13,108,5.14,5.12,5.13,2,4,4.0
SAE 1022,Febrero,19,35027833.0,5.13,105,5.13,5.14,5.13,3,2,2.0
SAE 1022,Febrero,19,35027834.0,5.13,105,5.13,5.14,5.13,3,2,2.0
SAE 1022,Febrero,19,35027835.0,5.13,108,5.13,5.14,5.14,3,3,3.0
SAE 1022,Febrero,19,35027836.0,5.13,99,5.13,5.14,5.13,3,3,3.0
SAE 1022,Febrero,19,35027837.0,5.13,103,5.13,5.14,5.13,3,3,2.0
SAE 1022,Febrero,19,35027838.0,5.13,107,5.13,5.14,5.14,3,4,3.0
SAE 1022,Febrero,19,35027839.0,5.13,103,5.13,5.14,5.14,3,4,3.0
SAE 1022,Febrero,19,35027840.0,5.13,102,5.13,5.14,5.14,2,2,3.0
SAE 1022,Febrero,19,35027841.0,5.13,103,5.13,5.14,5.14,2,2,3.0
SAE 1022,Febrero,19,35027842.0,5.13,102,5.14,5.13,5.12,6,3,5.0
SAE 1022,Febrero,20,35027843.0,5.13,99,5.13,5.14,5.14,5,3,5.0
SAE 1022,Febrero,20,35027844.0,5.13,103,5.13,5.14,5.13,7,3,5.0
SAE 1022,Febrero,20,35027845.0,5.13,107,5.13,5.14,5.13,9,2,6.0
SAE 1022,Febrero,20,35027846.0,5.13,100,5.13,5.14,5.13,4,3,5.0
SAE 1022,Febrero,20,35027847.0,5.13,103,5.14,5.13,5.14,3,3,5.0
SAE 1022,Febrero,20,35027848.0,5.13,99,5.13,5.14,5.14,3,3,5.0
SAE 1022,Febrero,20,35027849.0,5.13,94,5.13,5.14,5.14,3,3,4.0
SAE 1022,Febrero,20,35027850.0,5.13,108,5.13,5.14,5.14,2,2,6.0
SAE 1022,Febrero,20,35027851.0,5.13,107,5.13,5.14,5.14,2,3,6.0
SAE 1022,Febrero,20,35027852.0,5.13,103,5.13,5.14,5.14,2,2,7.0
SAE 1022,Febrero,20,35027853.0,5.13,103,5.13,5.14,5.14,2,3,7.0
SAE 1022,Febrero,20,35027854.0,5.13,103,5.15,5.14,5.14,3,2,6.0
SAE 1022,Febrero,20,35027855.0,5.13,112,5.15,5.14,5.14,4,4,7.0
SAE 1022,Febrero,20,35027856.0,5.13,100,5.15,5.14,5.14,6,6,7.0
SAE 1022,Febrero,20,35027857.0,5.13,104,5.15,5.14,5.14,7,7,8.0
SAE 1022,Febrero,20,35027858.0,5.13,105,5.15,5.14,5.14,7,8,9.0
SAE 1022,Febrero,20,35027859.0,5.13,104,5.15,5.14,5.14,6,6,8.0
SAE 1022,Febrero,20,35027860.0,5.13,98,5.15,5.14,5.14,4,6,6.0
SAE 1022,Febrero,21,35027861.0,5.13,102,5.13,5.14,5.13,5,10,10.0
SAE 1022,Febrero,21,35027862.0,5.13,106,5.14,5.13,5.14,5,4,10.0
SAE 1022,Febrero,21,35027863.0,5.13,103,5.13,5.13,5.15,3,4,10.0
SAE 1022,Febrero,21,35027864.0,5.13,103,5.13,5.14,5.14,3,4,8.0
SAE 1022,Febrero,21,35027865.0,5.13,0,,,,,,
SAE 1022,Febrero,21,35027866.0,5.13,112,5.14,5.14,5.14,6,6,10.0
SAE 1022,Febrero,21,35027867.0,5.13,99,5.14,5.14,5.14,4,4,5.0
SAE 1022,Febrero,21,35027868.0,5.13,93,5.14,5.14,5.14,3,3,4.0
SAE 1022,Febrero,24,35027869.0,5.13,99,5.14,5.13,5.13,10,10,10.0
SAE 1022,Febrero,24,35027870.0,5.13,104,5.14,5.13,5.13,10,9,6.0
SAE 1022,Febrero,24,35027871.0,5.13,105,5.14,5.13,5.13,10,9,4.0
SAE 1022,Febrero,24,35027872.0,5.13,106,5.14,5.13,5.13,9,5,8.0
SAE 1022,Febrero,24,35027873.0,5.13,107,5.13,5.14,5.15,10,4,10.0
SAE 1022,Febrero,24,35027874.0,5.13,102,5.14,5.13,5.14,10,5,10.0
SAE 1022,Febrero,24,35027875.0,5.13,106,5.13,5.15,5.13,10,5,10.0
SAE 1022,Febrero,24,35027876.0,5.13,106,5.13,5.14,5.14,10,4,10.0
SAE 1022,Febrero,24,35027877.0,5.13,102,5.13,5.14,5.14,10,3,10.0
SAE 1022,Febrero,24,35027878.0,5.13,110,5.13,5.14,5.14,10,2,10.0
SAE 1022,Febrero,24,35027879.0,5.13,103,5.13,5.14,5.14,10,4,10.0
SAE 1022,Febrero,25,35027880.0,5.13,98,5.13,5.14,5.14,10,4,10.0
SAE 1022,Febrero,25,35027881.0,5.13,100,5.13,5.14,5.14,10,10,12.0
SAE 1022,Febrero,25,35027882.0,5.13,106,5.13,5.14,5.14,13,10,12.0
SAE 1022,Febrero,25,35027883.0,5.13,101,5.13,5.14,5.14,13,10,13.0
SAE 1022,Febrero,25,35027884.0,5.13,103,5.13,5.13,5.14,12,9,13.0
SAE 1022,Febrero,25,35027885.0,5.13,98,5.13,5.13,5.14,12,9,12.0
SAE 1011,Febrero,25,35027886.0,4.4,98,4.4,4.41,4.4,4,3,4.0
SAE 1011,Febrero,25,35027887.0,4.4,110,4.4,4.39,4.4,6,4,6.0
SAE 1011,Febrero,25,35027888.0,4.4,107,4.41,4.41,4.4,5,2,6.0
SAE 1011,Febrero,25,35027889.0,4.4,113,4.4,4.42,4.39,5,2,5.0
SAE 1011,Febrero,25,35027890.0,4.4,122,4.41,4.4,4.4,4,2,4.0
SAE 1022,Febrero,25,35027891.0,5.13,107,5.13,5.14,5.14,12,6,13.0
SAE 1022,Febrero,25,35027902.0,5.13,101,5.14,5.13,5.12,12,12,13.0
SAE 1022,Febrero,25,35027903.0,5.13,105,5.13,5.14,5.13,10,10,13.0
SAE 1022,Febrero,25,35027904.0,5.13,98,5.13,5.13,5.14,13,14,14.0
SAE 1022,Febrero,26,35027894.0,5.13,95,5.13,5.13,5.14,12,10,13.0
SAE 1022,Febrero,26,35027895.0,5.13,101,5.13,5.13,5.14,12,10,13.0
SAE 1523,Febrero,26,35027896.0,4.4,109,4.4,4.41,4.41,10,10,12.0
SAE 1523,Febrero,26,35027925.0,4.4,120,4.41,4.4,,7,2,
SAE 1523,Febrero,26,35027926.0,4.4,126,4.4,4.41,,6,2,
SAE 1523,Febrero,26,35027927.0,4.4,127,4.4,4.41,,7,2,
SAE 1523,Febrero,26,35027928.0,4.4,121,4.41,4.4,,6,2,
SAE 1523,Febrero,26,35027929.0,4.4,121,4.4,4.39,,5,2,
SAE 1523,Febrero,26,35027930.0,4.4,116,4.4,4.41,,4,2,
SAE 1523,Febrero,26,35027931.0,4.4,122,4.39,4.41,,4,2,
SAE 1523,Febrero,26,35027932.0,4.4,129,4.41,4.4,,4,2,
SAE 1523,Febrero,26,35027933.0,4.4,111,4.41,4.4,4.41,4,2,13.0
SAE 1022,Febrero,27,35027897.0,5.13,95,5.14,5.13,,13,12,
SAE 1022,Febrero,27,35027898.0,5.13,102,5.14,5.13,,13,6,
SAE 1022,Febrero,27,35027899.0,5.13,100,5.14,5.13,,10,4,
SAE 1022,Febrero,27,35027900.0,5.13,106,5.14,5.13,,10,4,
SAE 1022,Febrero,27,35027901.0,5.13,103,5.13,5.14,,10,6,
SAE 1022,Febrero,27,35027912.0,5.13,106,5.13,5.12,,10,5,
SAE 1022,Febrero,27,35027913.0,5.13,104,5.14,5.13,,17,4,
SAE 1022,Febrero,27,35027914.0,5.13,108,5.13,5.14,,14,4,
SAE 1022,Febrero,27,35027915.0,5.13,98,5.13,5.12,,13,9,
SAE 1022,Febrero,27,35027916.0,5.13,108,5.14,5.13,,13,10,
SAE 1022,Febrero,27,35027917.0,5.13,105,5.13,5.14,,15,10,
SAE 1022,Febrero,27,35027918.0,5.13,95,5.14,5.13,,13,10,
SAE 1011,Febrero,28,35027905.0,4.4,120,4.41,4.39,4.4,5,4,5.0
SAE 1011,Febrero,28,35027949.0,4.4,132,4.41,4.4,4.4,4,3,3.0
SAE 1008,Febrero,28,35027950.0,4.4,113,4.41,4.4,4.4,4,4,3.0
SAE 1008,Febrero,28,35027951.0,4.4,119,4.41,4.4,4.4,4,4,3.0
SAE 1011,Febrero,28,35027952.0,4.4,129,4.41,4.41,4.4,6,5,5.0
SAE 1008,Febrero,28,35027953.0,4.4,112,4.41,,4.4,6,,7.0
SAE 1022,Febrero,28,35027954.0,5.13,82,5.13,,5.14,2,,3.0
SAE 1022,Marzo,3,35027968.0,5.13,99,5.13,5.14,5.14,10,10,10.0
SAE 1022,Marzo,3,35027969.0,5.13,104,5.13,5.14,5.14,9,10,10.0
SAE 1022,Marzo,3,35027970.0,5.13,109,5.13,5.14,5.14,9,6,9.0
SAE 1022,Marzo,3,35027971.0,5.13,107,5.13,5.14,5.14,9,5,9.0
SAE 1022,Marzo,3,35027972.0,5.13,100,5.14,5.13,5.13,9,6,9.0
SAE 1022,Marzo,3,35027973.0,5.13,107,5.14,5.13,5.13,9,6,9.0
SAE 1022,Marzo,3,35027974.0,5.13,104,5.14,5.13,5.13,9,8,9.0
SAE 1022,Marzo,3,35027975.0,5.13,94,5.14,5.13,5.13,6,7,8.0
SAE 1022,Marzo,3,35027976.0,5.13,106,5.14,5.14,5.13,8,7,8.0
SAE 1022,Marzo,3,35027977.0,5.13,105,5.14,5.14,5.13,8,6,8.0
SAE 1022,Marzo,3,35027978.0,5.13,100,5.14,5.14,5.13,8,6,8.0
SAE 1022,Marzo,3,35027979.0,5.13,107,5.14,5.14,5.13,7,5,9.0
SAE 1022,Marzo,3,35027980.0,5.13,102,5.14,5.14,5.13,8,6,9.0
SAE 1022,Marzo,3,35027981.0,5.13,102,5.14,5.14,5.13,8,5,9.0
SAE 1022,Marzo,4,35027982.0,5.13,105,5.13,5.14,5.14,10,10,10.0
SAE 1022,Marzo,4,35027983.0,5.13,103,5.12,5.14,5.13,9,10,10.0
SAE 1022,Marzo,4,35027984.0,5.13,103,5.13,5.13,5.12,7,10,7.0
SAE 1022,Marzo,4,35027985.0,5.13,111,5.14,5.13,5.14,7,10,7.0
SAE 1022,Marzo,4,35027986.0,5.13,96,5.13,5.14,5.13,6,8,6.0
SAE 1022,Marzo,4,35027987.0,5.13,109,5.14,5.13,5.14,5,7,5.0
SAE 1022,Marzo,4,35027988.0,5.13,105,5.14,5.14,5.13,4,7,7.0
SAE 1022,Marzo,4,35027989.0,5.13,104,5.14,5.14,5.12,6,5,6.0
SAE 1022,Marzo,4,35027990.0,5.13,101,5.14,5.14,5.12,6,6,6.0
SAE 1022,Marzo,4,35027991.0,5.13,106,5.15,5.13,5.13,6,6,7.0
SAE 1022,Marzo,4,35027992.0,5.13,101,5.15,5.13,5.13,5,6,7.0
SAE 1022,Marzo,4,35027993.0,5.13,107,5.15,5.13,5.13,6,5,7.0
SAE 1022,Marzo,4,35027994.0,5.13,110,5.15,5.13,5.13,6,6,7.0
SAE 1022,Marzo,4,35027995.0,5.13,104,5.15,5.13,5.13,6,6,7.0
SAE 1022,Marzo,4,35027996.0,5.13,99,5.14,5.14,5.14,6,6,6.0
SAE 1022,Marzo,4,35027997.0,5.13,101,5.14,5.14,5.14,6,7,7.0
SAE 1022,Marzo,5,35027998.0,5.13,100,5.13,5.14,5.14,10,9,10.0
SAE 1022,Marzo,5,35027999.0,5.13,106,5.14,5.13,5.14,10,9,9.0
SAE 1022,Marzo,5,35028000.0,5.13,111,5.13,5.14,5.13,8,6,6.0
SAE 1022,Marzo,5,35028001.0,5.13,96,5.13,5.12,5.13,5,4,5.0
SAE 1022,Marzo,5,35028002.0,5.13,101,5.14,5.13,5.14,5,4,5.0
SAE 1022,Marzo,5,35028003.0,5.13,112,5.13,5.14,5.13,6,5,6.0
SAE 1022,Marzo,5,35028004.0,5.13,103,5.13,5.14,5.13,6,4,6.0
SAE 1022,Marzo,5,35028005.0,5.13,102,5.13,5.14,5.13,6,4,6.0
SAE 1022,Marzo,5,35028006.0,5.13,105,5.13,5.13,5.14,7,4,6.0
SAE 1022,Marzo,5,35028007.0,5.13,106,5.13,5.13,5.14,7,4,6.0
SAE 1022,Marzo,5,35028008.0,5.13,99,5.13,5.13,5.14,6,5,6.0
SAE 1022,Marzo,5,35028009.0,5.13,102,5.13,5.13,5.14,6,6,6.0
SAE 1022,Marzo,5,35028010.0,5.13,106,5.13,5.14,5.14,6,5,5.0
SAE 1022,Marzo,5,35028011.0,5.13,98,5.13,5.14,5.14,6,5,5.0
SAE 1022,Marzo,6,35028012.0,5.13,102,5.14,5.13,5.14,9,9,9.0
SAE 1022,Marzo,6,35028013.0,5.13,99,5.13,5.14,5.14,9,7,9.0
SAE 1022,Marzo,6,35028014.0,5.13,110,5.14,5.13,5.12,9,5,7.0
SAE 1022,Marzo,6,35028015.0,5.13,106,5.13,5.14,5.13,9,5,5.0
SAE 1022,Marzo,6,35028032.0,5.13,98,5.14,5.13,5.13,8,5,6.0
SAE 1022,Marzo,6,35028033.0,5.13,105,5.15,5.14,5.14,6,5,6.0
SAE 1022,Marzo,6,35028034.0,5.13,105,5.15,5.14,5.14,4,3,3.0
SAE 1022,Marzo,6,35028035.0,5.13,97,5.14,5.14,5.14,3,3,3.0
SAE 1022,Marzo,6,35028036.0,5.13,110,5.14,5.14,5.14,4,3,3.0
SAE 1022,Marzo,6,35028037.0,5.13,109,5.14,5.14,5.14,4,3,4.0
SAE 1022,Marzo,6,35028038.0,5.13,93,5.14,5.14,5.14,6,5,6.0
SAE 1022,Marzo,6,35028039.0,5.13,100,5.14,5.14,5.14,6,5,6.0
SAE 1022,Marzo,6,35028040.0,5.13,102,5.14,5.14,5.14,6,6,6.0
SAE 1022,Marzo,6,35028041.0,5.13,101,4.41,4.41,4.4,3,3,5.0
SAE 1011,Marzo,7,35028016.0,4.4,124,4.41,4.41,4.4,7,7,4.0
SAE 1008,Marzo,7,35028045.0,4.4,113,4.41,4.41,4.4,5,8,5.0
SAE 1008,Marzo,7,35028046.0,4.4,122,4.41,4.41,4.4,5,8,3.0
SAE 1008,Marzo,7,35028047.0,4.4,121,4.4,4.41,4.41,2,6,4.0
SAE 1008,Marzo,7,35028048.0,4.4,110,4.41,4.4,4.41,2,6,4.0
SAE 1008,Marzo,7,35028049.0,4.4,121,4.4,4.41,4.41,2,6,4.0
SAE 1008,Marzo,7,35028050.0,4.4,121,4.4,4.41,4.41,2,4,4.0
SAE 1008,Marzo,7,35028051.0,4.4,122,4.4,4.41,4.4,2,4,3.0
SAE 1008,Marzo,7,35028052.0,4.4,121,4.4,4.41,4.4,2,3,3.0
SAE 1008,Marzo,7,35028053.0,4.4,121,4.4,4.41,4.4,3,3,3.0
SAE 1008,Marzo,7,35028054.0,4.4,116,4.4,4.41,4.4,3,4,4.0
SAE 1022,Marzo,7,35028055.0,5.13,99,5.15,5.13,5.13,6,10,7.0
SAE 1022,Marzo,7,35028056.0,5.13,86,5.15,,5.13,4,,3.0
SAE 1022,Marzo,7,35028057.0,5.13,95,5.15,5.13,5.13,9,5,10.0
SAE 1022,Marzo,10,35028043.0,5.13,77,5.14,5.12,5.13,10,10,10.0
SAE 1022,Marzo,10,35028044.0,5.13,112,5.14,5.14,5.14,10,10,10.0
SAE 1022,Marzo,10,35028061.0,5.13,91,5.14,5.14,5.14,4,10,8.0
SAE 1022,Marzo,10,35028062.0,5.13,104,5.14,5.13,5.14,10,13,10.0
SAE 1022,Marzo,10,35028063.0,5.13,103,5.13,5.14,5.14,12,13,8.0
SAE 1022,Marzo,10,35028064.0,5.13,96,5.13,5.13,5.13,10,8,10.0
SAE 1022,Marzo,10,35028065.0,5.13,104,5.14,5.13,5.14,8,8,10.0
SAE 1022,Marzo,10,35028066.0,5.13,100,5.13,5.12,5.14,9,8,9.0
SAE 1022,Marzo,10,35028067.0,5.13,102,5.13,5.13,,7,8,
SAE 1022,Marzo,10,35028068.0,5.13,104,5.14,5.13,,7,8,
SAE 1022,Marzo,11,35028069.0,5.13,95,5.12,5.12,5.13,10,10,10.0
SAE 1022,Marzo,11,35028070.0,5.13,107,5.12,5.13,5.13,10,9,10.0
SAE 1022,Marzo,11,35028071.0,5.13,106,5.13,5.14,5.14,9,9,10.0
SAE 1022,Marzo,11,35028072.0,5.13,98,5.13,5.14,5.14,9,9,10.0
SAE 1022,Marzo,11,35028073.0,5.13,77,5.13,5.14,5.13,9,9,10.0
SAE 1022,Marzo,11,35028074.0,5.13,105,5.14,5.13,5.14,10,13,10.0
SAE 1022,Marzo,11,35028075.0,5.13,106,5.13,5.13,5.13,10,10,10.0
SAE 1523,Marzo,11,35028076.0,4.4,104,5.14,,5.15,10,,10.0
SAE 1523,Marzo,12,35028077.0,4.4,113,4.42,4.4,4.4,10,10,10.0
SAE 1523,Marzo,12,35028085.0,4.4,121,4.42,4.4,4.4,10,10,9.0
SAE 1523,Marzo,12,35028086.0,4.4,116,4.41,4.4,4.4,5,5,4.0
SAE 1523,Marzo,12,35028087.0,4.4,116,4.41,4.4,4.4,5,5,4.0
SAE 1523,Marzo,12,35028088.0,4.4,116,4.41,4.4,4.41,9,3,9.0
SAE 1523,Marzo,12,35028089.0,4.4,112,4.4,4.41,4.4,7,3,6.0
SAE 1523,Marzo,12,35028090.0,4.4,118,4.41,4.4,4.41,4,3,3.0
SAE 1523,Marzo,12,35028091.0,4.4,131,4.4,4.4,4.41,4,3,4.0
SAE 1523,Marzo,12,35028092.0,4.4,107,4.41,4.4,4.41,2,1,2.0
SAE 1523,Marzo,12,35028093.0,4.4,123,4.4,4.41,4.4,2,2,2.0
SAE 1523,Marzo,12,35028094.0,4.4,120,4.42,4.41,4.41,5,3,4.0
SAE 1523,Marzo,12,35028095.0,4.4,117,4.41,4.4,4.41,5,3,3.0
SAE 1523,Marzo,12,35028096.0,4.4,139,4.4,4.41,4.4,5,2,3.0
SAE 1523,Marzo,13,35028097.0,4.4,116,4.39,4.4,4.39,7,10,10.0
SAE 1523,Marzo,13,35028098.0,4.4,124,4.39,4.4,4.39,4,5,7.0
SAE 1523,Marzo,13,35028099.0,4.4,109,4.4,4.4,,2,2,
SAE 1523,Marzo,13,35028100.0,4.4,127,4.4,4.4,,2,2,
SAE 1523,Marzo,13,35028101.0,4.4,115,4.4,4.4,,2,2,
SAE 1523,Marzo,13,35028102.0,4.4,126,4.4,4.41,,3,2,
SAE 1523,Marzo,13,35028103.0,4.4,116,4.4,4.4,,3,1,
SAE 1523,Marzo,13,35028104.0,4.4,116,4.42,4.41,,2,2,
SAE 1523,Marzo,13,35028105.0,4.4,115,4.4,4.41,,2,1,
SAE 1523,Marzo,13,35028106.0,4.4,119,4.41,4.4,,3,2,
SAE 1523,Marzo,13,35028107.0,4.4,109,4.41,4.41,4.4,8,9,7.0
SAE 1523,Marzo,13,35028108.0,4.4,75,4.4,4.41,,8,9,
SAE 1011,Marzo,17,35028109.0,4.4,122,4.41,4.4,4.41,3,5,3.0
SAE 1011,Marzo,17,35028110.0,4.4,116,4.4,4.41,4.4,3,4,2.0
SAE 1011,Marzo,17,35028111.0,4.4,123,4.41,4.41,4.4,2,4,2.0
SAE 1011,Marzo,17,35028112.0,4.4,115,4.41,4.41,4.4,2,5,3.0
SAE 1011,Marzo,17,35028113.0,4.4,112,4.4,4.41,4.4,2,4,3.0
SAE 1011,Marzo,17,35028114.0,4.4,112,4.4,4.41,4.4,2,4,2.0
SAE 1022,Marzo,17,35028115.0,5.13,87,5.15,5.13,5.13,3,8,6.0
SAE 1011,Marzo,17,35028116.0,4.4,103,4.41,4.41,4.4,2,3,2.0
SAE 1011,Marzo,17,35028117.0,4.4,117,4.41,4.41,4.4,2,3,2.0
SAE 1011,Marzo,17,35028118.0,4.4,124,4.41,4.41,4.4,2,3,3.0
SAE 1011,Marzo,17,35028119.0,4.4,117,4.41,4.41,,2,3,
SAE 1011,Marzo,17,35028120.0,4.4,109,4.41,4.41,4.41,2,2,4.0
SAE 1022,Marzo,18,35028133.0,5.13,102,5.13,5.14,5.13,10,9,9.0
SAE 1022,Marzo,18,35028134.0,5.13,101,5.13,5.14,5.13,8,10,8.0
SAE 1022,Marzo,18,35028135.0,5.13,106,5.13,5.14,5.13,6,10,7.0
SAE 1022,Marzo,18,35028136.0,5.13,105,5.13,5.14,5.13,4,10,7.0
SAE 1022,Marzo,18,35028137.0,5.13,101,5.13,5.14,5.13,4,10,7.0
SAE 1022,Marzo,18,35028138.0,5.13,100,5.14,5.14,5.13,6,10,8.0
SAE 1022,Marzo,18,35028139.0,5.13,109,5.14,5.14,5.13,8,10,7.0
SAE 1022,Marzo,18,35028140.0,5.13,99,5.14,5.13,5.13,7,10,6.0
SAE 1022,Marzo,18,35028141.0,5.13,101,5.14,5.13,5.13,7,10,7.0
SAE 1022,Marzo,18,35028142.0,5.13,105,5.15,5.13,5.13,8,10,6.0
SAE 1022,Marzo,18,35028143.0,5.13,101,5.15,5.13,5.13,8,10,7.0
SAE 1022,Marzo,18,35028144.0,5.13,100,5.15,5.14,5.14,7,10,7.0
SAE 1022,Marzo,18,35028145.0,5.13,103,5.15,5.14,5.14,7,10,7.0
SAE 1022,Marzo,18,35028146.0,5.13,97,5.15,5.14,5.14,7,10,7.0
SAE 1022,Marzo,19,35028147.0,5.13,98,5.13,5.14,5.13,10,10,7.0
SAE 1022,Marzo,19,35028148.0,5.13,109,5.14,5.13,5.14,9,10,7.0
SAE 1022,Marzo,19,35028149.0,5.13,100,5.13,5.14,5.13,9,10,7.0
SAE 1022,Marzo,19,35028150.0,5.13,105,5.14,5.13,5.14,10,10,6.0
SAE 1022,Marzo,19,35028151.0,5.13,99,5.13,5.14,5.13,10,10,6.0
SAE 1022,Marzo,19,35028152.0,5.13,112,5.14,5.14,5.14,9,10,6.0
